response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,TXHORSERACE,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Bachelors' degree,White,Male,Other,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Bell,50 to 85 percent,Cell,1,0.7702,1.1478,0.627,1.1292
Rep,65 and older,High school,White,Female,White,oppose,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Don't know,Ted Cruz,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Cell,1,0.9633,1.3489,0.7695,1.3318
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.9834,1.1428,0.6327,1.1275
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,Don't know,Beto O'Rourke,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Williamson,85 percent or higher,Cell,1,0.8871,1.3347,0.7918,1.3292
Und,50 to 64,Bachelors' degree,Asian,Female,Asian,support,Approve,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Williamson,Less than 50 percent,Cell,1,0.3892,1.0874,1.7706,1.2531
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.9899,0.6994,0.3099,0.6878
Rep,18 to 34,Some college or trade school,White,Male,Black,oppose,Approve,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,Believe,Beto O'Rourke,agree,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Bell,Less than 50 percent,Cell,0.3333,0.2737,1.7282,3.776,0.7331
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Disapp.,Check,oppose,Don't know,Don't know,Don't know,Believe,Beto O'Rourke,agree,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Williamson,50 to 85 percent,Cell,0.4444,0.7077,1.916,1.2865,1.4087
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,oppose,Don't know,Don't know,Favorable,Do not believe,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,85 percent or higher,Cell,0.5556,0.9137,0.9395,0.4605,0.8246
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.99,0.4971,0.1794,0.4888
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Williamson,85 percent or higher,Cell,1,0.9811,0.7344,0.3621,0.7246
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Bell,85 percent or higher,Cell,1,0.9704,0.5087,0.2121,0.5021
Rep,50 to 64,Some college or trade school,Other,Male,White,support,Approve,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Other Non-White,Williamson,85 percent or higher,Cell,1,0.8904,1.3333,0.8255,1.3271
Und,35 to 49,Some college or trade school,White,Male,White,oppose,Don't know,Don't know,Don't know,Don't know,Unfavorable,Don't know,Don't know,Ted Cruz,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,Less than 50 percent,Cell,0.6667,0.3207,1.3571,1.9784,1.2428
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.8124,0.8111,0.4258,0.7953
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Dems. take House,Unfavorable,Favorable,Do not believe,Beto O'Rourke,agree,65 and older,Some College Educ.,Other,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,Less than 50 percent,Landline,0.1111,0.14,1.6154,5.7533,0.3816
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9919,0.9538,0.4723,0.9413
Dem,50 to 64,Some college or trade school,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Bell,Less than 50 percent,Cell,1,0.4093,1.1498,1.301,1.2133
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,85 percent or higher,Cell,1,0.9831,1.1332,0.5544,1.118
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,40 to 64,Postgraduate Degree,Unknown,Austin/Round Rock,85 percent or higher,Cell,1,0.9859,0.4569,0.2279,0.4488
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Williamson,Less than 50 percent,Cell,1,0.4466,1.4423,1.7425,1.6162
Und,35 to 49,Bachelors' degree,White,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,White,Williamson,50 to 85 percent,Cell,1,0.6734,1.3295,0.9644,1.3807
Und,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,50 to 85 percent,Landline,1,0.613,1.1036,0.6982,1.165
Dem,50 to 64,High school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Beto O'Rourke,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Williamson,85 percent or higher,Cell,1,0.8603,1.0164,0.6009,0.994
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Unknown,Williamson,85 percent or higher,Cell,1,0.9761,0.8095,0.4622,0.7937
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Bell,85 percent or higher,Cell,1,0.9638,1.0475,0.6657,1.0343
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Williamson,50 to 85 percent,Landline,1,0.817,0.797,0.4274,0.8027
Und,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Check,Don't know,Reps. keep House,Favorable,Favorable,Do not believe,Ted Cruz,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,85 percent or higher,Cell,1,0.9773,0.6788,0.2959,0.6698
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Dems. take House,Favorable,Favorable,Do not believe,Ted Cruz,agree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Williamson,Less than 50 percent,Cell,0,0.3343,1.0808,1.656,0.7295
Rep,50 to 64,[DO NOT READ] Refused,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,[DO NOT READ] Don't know/Refused,White,Williamson,85 percent or higher,Cell,1,0.966,0.8756,0.7603,0.8574
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,50 to 85 percent,Cell,1,0.6727,1.3817,0.9157,1.4352
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Austin/Round Rock,Less than 50 percent,Cell,0.4444,0.0775,0.6393,2.6742,0.5452
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Believe,Ted Cruz,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.98,1.2271,0.6042,1.2107
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,Beto O'Rourke,agree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9723,0.4971,0.1827,0.4871
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Bell,85 percent or higher,Cell,1,0.9189,0.5184,0.1985,0.514
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,support,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Bell,85 percent or higher,Cell,1,0.9565,0.7791,0.3698,0.7697
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.9776,0.6118,0.2222,0.6
Dem,65 and older,High school,Hispanic,Female,Hispanic,oppose,Disapp.,Don't know,support,Dems. take House,Don't know,Favorable,Do not believe,Beto O'Rourke,agree,65 and older,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Williamson,Less than 50 percent,Cell,1,0.4589,1.8325,3.0892,1.5323
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,Williamson,85 percent or higher,Landline,1,0.9751,1.062,0.9077,1.048
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.7315,0.7235,0.4576,0.7412
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,disagree,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,Less than 50 percent,Cell,0.7778,0.1128,0.9417,3.0163,0.7599
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,85 percent or higher,Cell,1,0.9744,0.6917,0.263,0.6826
Rep,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,Beto O'Rourke,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.9945,0.7147,0.3353,0.704
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Williamson,50 to 85 percent,Cell,1,0.7211,1.0964,0.6079,1.1258
Und,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Bell,85 percent or higher,Landline,1,0.9315,0.5432,0.285,0.5308
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Do not believe,Beto O'Rourke,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Bell,50 to 85 percent,Landline,1,0.8099,0.6087,0.3241,0.6139
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Landline,1,0.9504,0.7841,0.3334,0.7668
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Austin/Round Rock,85 percent or higher,Cell,1,0.9714,0.9999,0.6112,0.9868
Rep,18 to 34,Grade school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,Don't know,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Bell,85 percent or higher,Landline,1,0.9425,1.3227,0.9712,1.293
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.8963,0.7147,0.372,0.7109
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.8957,1.1199,0.7351,1.1139
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Favorable,Don't know,Don't know,agree,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Bell,50 to 85 percent,Cell,0.6667,0.7727,1.6279,1.2134,1.3534
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Cell,1,0.9623,1.1645,0.5728,1.1499
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Do not believe,Beto O'Rourke,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9686,0.7841,0.3272,0.7739
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.9791,0.9601,0.4672,0.9473
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,oppose,Don't know,Don't know,Unfavorable,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Bell,50 to 85 percent,Cell,1,0.754,0.7658,0.405,0.6735
Rep,35 to 49,High school,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,Ted Cruz,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Williamson,50 to 85 percent,Cell,1,0.6287,1.2664,1.0104,1.268
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Bell,85 percent or higher,Cell,1,0.8638,0.8967,0.4838,0.8961
Rep,65 and older,Graduate or Professional Degree,Other,Male,Other,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Postgraduate Degree,Other Non-White,Austin/Round Rock,85 percent or higher,Cell,1,0.9598,0.6982,0.4161,0.6833
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9863,1.3745,0.6658,1.3503
Rep,65 and older,Some college or trade school,White,Male,White,oppose,Approve,Support,Don't know,Reps. keep House,Favorable,Favorable,Don't know,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,50 to 85 percent,Landline,1,0.7014,1.3137,0.83,1.3551
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Bell,85 percent or higher,Cell,1,0.8621,0.617,0.2876,0.6168
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Bell,50 to 85 percent,Cell,1,0.7905,1.9175,1.5289,1.9407
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Don't know,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Williamson,85 percent or higher,Landline,1,0.984,0.5876,0.2293,0.5769
Rep,65 and older,High school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9438,1.3489,0.7854,1.334
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Williamson,85 percent or higher,Cell,1,0.9643,1.0387,0.5829,1.0255
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Williamson,85 percent or higher,Cell,1,0.9584,0.8164,0.3185,0.8064
Und,35 to 49,High school,Unknown,Female,Other,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Favorable,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Unknown,Bell,Less than 50 percent,Cell,0.4444,0.0624,1.0343,4.1318,0.9021
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9752,1.1199,0.6752,1.0979
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Favorable,Believe,Beto O'Rourke,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,Austin/Round Rock,85 percent or higher,Landline,1,0.9894,0.4878,0.2026,0.4814
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,Ted Cruz,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Bell,85 percent or higher,Landline,1,0.9598,1.1428,0.6482,1.1287
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,Beto O'Rourke,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.8979,0.7147,0.3713,0.7107
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Beto O'Rourke,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Austin/Round Rock,50 to 85 percent,Cell,1,0.7365,1.1258,0.8387,1.1111
Dem,65 and older,High school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Unfavorable,Do not believe,Ted Cruz,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Williamson,85 percent or higher,Landline,1,0.9791,1.3745,0.6707,1.3561
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Ted Cruz,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Williamson,50 to 85 percent,Landline,1,0.5373,1.3026,0.949,1.4084
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Ted Cruz,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Williamson,85 percent or higher,Cell,1,0.9882,0.7283,0.2989,0.7186
