response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CLIMATE,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_noasian,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,White,Less than 50 percent,Cell,1,0.4687,0.4722,0.4444,0.5472
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,North Miami-Dade,65 and older,Black,85 percent or higher,Landline,1,0.8533,0.5628,0.2696,0.5748
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.982,1.1674,0.4919,1.2026
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Support,agree,Don't know,support,Not or not very,Support,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,North Miami-Dade,65 and older,Hispanic,50 to 85 percent,Landline,0.4444,0.7677,1.2686,0.8697,0.896
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",South Miami-Dade,65 and older,White,85 percent or higher,Cell,1,0.9835,1.2644,0.6943,1.2461
Dem,18 to 34,High school,Black,Male,Black,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,Black,Less than 50 percent,Cell,0.7778,0.3391,1.7687,4.0983,1.7942
Dem,35 to 49,Bachelors' degree,Black,Female,Hispanic,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,Black,Less than 50 percent,Cell,1,0.4133,1.564,1.6255,1.8588
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.972,1.1974,0.5738,1.2338
Und,18 to 34,Graduate or Professional Degree,Black,Female,Black,Don't know,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,Black,Less than 50 percent,Cell,0.8889,0.1217,0.5331,1.4817,0.7782
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Very or somewhat,Support,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Monroe,35 to 49,White,50 to 85 percent,Cell,1,0.7609,0.6222,0.253,0.6396
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Landline,1,0.9861,0.3727,0.1619,0.3822
Rep,35 to 49,High school,White,Male,White,Oppose,agree,Don't know,support,Very or somewhat,Support,agree,Reps. keep House,Don't know,Favorable,agree,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Monroe,35 to 49,White,50 to 85 percent,Cell,0.8889,0.6008,1.9188,1.6737,1.9532
Rep,65 and older,High school,Hispanic,Female,Hispanic,Oppose,Don't know,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9688,2.1212,1.1896,2.1306
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.8365,0.9339,0.4942,0.9788
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,agree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Landline,1,0.962,0.4292,0.1329,0.4386
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.3798,2.235,4.9657,2.7029
Dem,65 and older,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,agree,Disapp.,oppose,Very or somewhat,Support,disagree,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,South Miami-Dade,65 and older,Black,85 percent or higher,Landline,1,0.8922,1.1501,0.491,1.1732
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Not or not very,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.5065,2.6501,3.245,3.0253
Rep,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Approve,support,Very or somewhat,Support,agree,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,35 to 49,White,50 to 85 percent,Cell,1,0.8051,1.0366,0.4757,1.0924
Rep,50 to 64,High school,White,Female,White,Support,disagree,Approve,Don't know,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Monroe,50 to 64,White,85 percent or higher,Cell,0.8889,0.8694,1.3237,0.7501,1.3335
Und,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Monroe,50 to 64,Hispanic,85 percent or higher,Landline,0.8889,0.8601,0.9995,0.3668,0.9503
Und,50 to 64,Some college or trade school,Hispanic,Male,White,Oppose,agree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",South Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.3352,0.8379,1.4964,1.0405
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,0.4444,0.7122,1.1216,0.5896,0.8087
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,Don't know,Approve,support,Very or somewhat,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",Monroe,50 to 64,White,Less than 50 percent,Cell,0.8889,0.1283,1.1417,3.2863,1.4121
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Monroe,65 and older,White,85 percent or higher,Cell,1,0.9944,0.8064,0.3891,0.8312
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,35 to 49,Other Non-White,85 percent or higher,Landline,1,0.9948,0.6288,0.2387,0.6482
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",North Miami-Dade,65 and older,White,85 percent or higher,Landline,1,0.9968,0.4254,0.2002,0.438
Und,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.9788,0.4586,0.163,0.4724
Rep,18 to 34,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",Monroe,18 to 34,White,Less than 50 percent,Cell,0,0.1001,0.6203,2.0376,0.1313
Dem,65 and older,High school,Black,Female,Black,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,65 and older,Black,Less than 50 percent,Cell,1,0.43,3.2529,4.2328,3.5596
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",South Miami-Dade,35 to 49,White,50 to 85 percent,Landline,1,0.5862,0.4829,0.341,0.5365
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Cell,1,0.992,0.7607,0.2874,0.7839
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Don't know,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Monroe,65 and older,White,50 to 85 percent,Cell,0.8889,0.5942,0.4594,0.2211,0.4679
Dem,65 and older,Some college or trade school,Black,Female,Black,Oppose,disagree,Disapp.,oppose,Not or not very,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,65 and older,Black,50 to 85 percent,Landline,1,0.6367,1.4359,0.7938,1.4992
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,50 to 85 percent,Cell,1,0.7927,0.4748,0.1967,0.4868
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Monroe,18 to 34,White,50 to 85 percent,Cell,0.4444,0.5359,0.6223,0.5088,0.399
Dem,65 and older,High school,Hispanic,Male,Black,Oppose,agree,Disapp.,Don't know,Not or not very,Oppose,agree,Dems. take House,Favorable,Don't know,disagree,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Democrat,Nonwhite,South Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.8231,2.0435,1.4754,2.0905
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Landline,1,0.9741,0.4392,0.1584,0.4525
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,agree,Approve,Don't know,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9729,0.4586,0.1639,0.4725
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Don't know,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.5099,1.1044,0.6095,1.2592
Dem,65 and older,Graduate or Professional Degree,White,Male,Other,Support,disagree,Disapp.,support,Not or not very,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Monroe,65 and older,White,85 percent or higher,Cell,1,0.99,0.3803,0.1381,0.3918
Dem,18 to 34,High school,Black,Female,Black,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Not at all likely,Independent (No party),Nonwhite,Monroe,18 to 34,Black,Less than 50 percent,Cell,0.4444,0.481,2.2785,2.7622,1.0544
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Some College Educ.,Other,Male,Very likely,or as a member of another political party,Nonwhite,South Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Landline,1,0.4042,0.6903,1.1684,0.7619
Rep,65 and older,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Don't know,Don't know,Approve,support,Don't know,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Landline,1,0.7376,1.1719,0.7249,1.2518
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,North Miami-Dade,65 and older,Hispanic,50 to 85 percent,Landline,0.7778,0.5761,1.4576,0.9656,1.4342
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Monroe,65 and older,Unknown,85 percent or higher,Cell,1,0.9535,0.5981,0.2585,0.6171
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,35 to 49,White,85 percent or higher,Cell,1,0.8504,0.6646,0.2969,0.6949
Dem,65 and older,Some college or trade school,White,Female,White,Support,agree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",South Miami-Dade,65 and older,White,50 to 85 percent,Landline,1,0.7488,1.0854,0.5815,1.1566
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Monroe,65 and older,White,Less than 50 percent,Cell,1,0.4891,0.9681,0.8523,1.0416
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Support,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.6698,1.1845,0.8323,1.2855
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,disagree,Disapp.,support,Not or not very,Don't know,disagree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,Postgraduate Degree,Other,Female,Somewhat likely,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,0.4444,0.9849,0.5647,0.1978,0.5559
Rep,65 and older,Grade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,50 to 85 percent,Landline,1,0.7749,2.2473,1.785,2.1469
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Monroe,50 to 64,White,Less than 50 percent,Cell,1,0.465,1.0013,1.302,1.1622
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,35 to 49,White,50 to 85 percent,Cell,1,0.5783,1.9188,1.7385,2.137
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Oppose,agree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Monroe,35 to 49,White,85 percent or higher,Cell,1,0.9924,0.3322,0.1231,0.3424
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Don't know,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,65 and older,Hispanic,Less than 50 percent,Cell,1,0.4886,1.3174,1.9241,1.5143
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,0.7778,0.68,1.1455,1.0269,1.1864
Dem,65 and older,High school,Hispanic,Female,Hispanic,Don't know,agree,Disapp.,oppose,Don't know,Don't know,disagree,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,South Miami-Dade,65 and older,Hispanic,50 to 85 percent,Cell,0.4444,0.7286,2.7565,1.8132,2.012
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Landline,1,0.9925,0.9143,0.3223,0.9422
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Cell,1,0.9211,0.6746,0.2008,0.6881
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Support,agree,Approve,support,Very or somewhat,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9835,0.9724,0.4617,1.0017
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",South Miami-Dade,50 to 64,White,85 percent or higher,Landline,1,0.9939,0.7065,0.3804,0.7282
Rep,35 to 49,High school,Hispanic,Female,Hispanic,Oppose,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,agree,30 to 44,High School Grad. or Less,Other,Female,Very likely,Republican,Nonwhite,North Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.21560000000000001,3.7655,10.18,4.595
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,or as a member of another political party,Nonwhite,North Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.3514,1.3224,1.9781,1.2421
Dem,50 to 64,Some college or trade school,Unknown,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Monroe,50 to 64,Unknown,50 to 85 percent,Cell,1,0.5928,1.4672,1.1337,1.6268
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.4477,1.2381,2.1752,1.4479
Rep,50 to 64,High school,White,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,50 to 64,White,Less than 50 percent,Cell,1,0.383,1.57,2.8067,1.8953
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Oppose,disagree,Disapp.,oppose,Not or not very,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,Black,50 to 85 percent,Cell,0.6667,0.7127,0.8679,0.3864,0.7348
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",South Miami-Dade,50 to 64,White,85 percent or higher,Cell,1,0.9801,0.6835,0.3277,0.7041
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Not or not very,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,White,50 to 85 percent,Cell,1,0.8021,0.7911,0.3848,0.8341
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9798,0.9313,0.4481,0.9593
Rep,65 and older,High school,Hispanic,Male,Hispanic,Support,agree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,South Miami-Dade,65 and older,Hispanic,50 to 85 percent,Cell,1,0.6085,1.8379,1.546,2.0282
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",South Miami-Dade,50 to 64,White,50 to 85 percent,Cell,1,0.8112,0.6538,0.2741,0.6882
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,35 to 49,Hispanic,85 percent or higher,Cell,1,0.8848,1.1677,0.9898,1.2145
Rep,50 to 64,Some college or trade school,Black,Male,Black,Oppose,disagree,Approve,support,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Black,Less than 50 percent,Cell,1,0.3088,1.4336,2.8665,1.6474
Rep,65 and older,High school,White,Female,White,Support,disagree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Monroe,65 and older,White,Less than 50 percent,Cell,1,0.4782,2.1119,2.2235,2.4379
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Support,agree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.3222,0.9383,1.5203,1.1752
