response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.965,1.1298,0.7173,1.1147
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Landline,1,0.83,0.8632,0.4763,0.8449
Und,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Approve,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Non-White,Loudon,Less than 50 percent,Cell,1,0.3894,0.5965,0.7865,0.6869
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.965,1.7389,1.1472,1.7016
Dem,50 to 64,Bachelors' degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Fairfax/Prince William,85 percent or higher,Landline,1,0.965,0.9195,0.5484,0.9072
Dem,18 to 34,[DO NOT READ] Refused,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,[DO NOT READ] Don't know/Refused,Non-White,Ms. Wexton's District,50 to 85 percent,Landline,1,0.7129,1.0112,0.8847,1.0396
Und,18 to 34,Some college or trade school,White,Male,Other,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Fairfax/Prince William,Less than 50 percent,Cell,0,0.112,1.4156,7.0337,0.3802
Und,65 and older,High school,White,Female,White,Approve,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Ms. Wexton's District,85 percent or higher,Landline,1,0.9445,1.6,0.9889,1.5633
Rep,50 to 64,Graduate or Professional Degree,White,Female,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.965,0.8206,0.4603,0.8097
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.965,0.6985,0.3788,0.6892
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.965,1.0597,0.5378,1.0456
Dem,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Landline,1,0.965,0.6517,0.355,0.643
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.9297,0.5555,0.2679,0.54990000000000006
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,Less than 50 percent,Landline,0.5556,0.4274,0.8996,1.3304,0.6183
Dem,18 to 34,Bachelors' degree,Unknown,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Unknown,Ms. Wexton's District,50 to 85 percent,Cell,0.8889,0.5878,1.2639,1.2402,1.2332
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Loudon,85 percent or higher,Cell,1,0.965,0.5577,0.3129,0.5503
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.965,1.3465,0.9819,1.3286
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,1.0708,0.669,1.0566
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Ms. Wexton's District,85 percent or higher,Landline,1,0.8851,0.7044,0.3968,0.7013
Und,35 to 49,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,0.4444,0.1,1.6574,9.5216,0.9663
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Loudon,85 percent or higher,Cell,1,0.965,0.8832,0.4838,0.8714
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,50 to 85 percent,Landline,1,0.5638,0.924,0.8469,0.9355
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Loudon,50 to 85 percent,Landline,1,0.6061,0.9063,0.9061,0.958
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,0.5556,0.9305,1.459,0.8692,1.2987
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,West,85 percent or higher,Landline,1,0.9135,0.7356,0.473,0.7296
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,West,50 to 85 percent,Cell,1,0.7397,1.1907,0.8763,1.2169
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Landline,1,0.9381,0.6812,0.3513,0.6737
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.965,0.6836,0.3461,0.6745
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Loudon,Less than 50 percent,Cell,1,0.2259,0.9197,2.6338,1.1943
Dem,50 to 64,Some college or trade school,White,Male,Black,Don't know,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Loudon,Less than 50 percent,Cell,0.7778,0.4488,0.9993,1.5152,0.9513
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Landline,1,0.8294,0.9262,0.459,0.9302
Dem,50 to 64,High school,Hispanic,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,Non-White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.7763,1.0753,0.806,1.0907
Dem,18 to 34,Graduate or Professional Degree,Other,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Non-White,Loudon,50 to 85 percent,Landline,0,0.6009,0.8459,0.7527,0.556
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Loudon,50 to 85 percent,Cell,1,0.5291,0.9027,0.8561,0.9783
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.5582,0.8632,0.7082,0.9262
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9275,0.8002,0.4318,0.7814
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Loudon,50 to 85 percent,Cell,1,0.7194,0.9027,0.6297,0.9268
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.9584,1.1603,0.5749,1.1454
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.92490000000000006,1.2562,0.96,1.2441
Rep,[DO NOT READ] Refused,Grade school,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Loudon,Less than 50 percent,Cell,1,0.3902,1.2308,2.4576,1.4167
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,50 to 85 percent,Cell,1,0.8223,0.7162,0.4485,0.7202
Und,50 to 64,Some college or trade school,White,Male,Black,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Loudon,85 percent or higher,Cell,1,0.9313,0.9115,0.5705,0.9021
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Cell,1,0.965,0.7991,0.4697,0.7819
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,50 to 85 percent,Cell,1,0.8353,0.5695,0.3008,0.5715
Dem,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.6526,0.3136,0.6475
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Unknown,Ms. Wexton's District,50 to 85 percent,Cell,1,0.8052,0.7101,0.4416,0.7163
Und,35 to 49,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Loudon,Less than 50 percent,Cell,1,0.30620000000000003,0.9197,1.9428,1.115
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Cell,1,0.965,0.6355,0.32,0.6218
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Don't know,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Non-White,Loudon,Less than 50 percent,Cell,1,0.4027,0.5976,0.8004,0.6317
Und,18 to 34,Graduate or Professional Degree,Other,Male,Black,Disapp.,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Non-White,Ms. Wexton's District,50 to 85 percent,Cell,0.4444,0.5622,0.7272,0.562,0.4536
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Cell,1,0.9427,0.6355,0.3276,0.6282
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Ms. Wexton's District,85 percent or higher,Cell,1,0.965,0.846,0.4627,0.8348
Dem,65 and older,High school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.9261,1.6223,1.1202,1.6065
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,Less than 50 percent,Landline,1,0.4089,0.8773,1.2537,1.0001
Rep,18 to 34,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Fairfax/Prince William,50 to 85 percent,Landline,0.7778,0.5439,0.9893,0.9485,1.0035
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9609,0.8637,0.4836,0.8525
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Loudon,85 percent or higher,Landline,1,0.8979,1.3526,0.9134,1.3442
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,Less than 50 percent,Landline,1,0.4463,0.9099,1.4302,0.9483
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Landline,1,0.965,0.5555,0.2581,0.5481
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Ms. Wexton's District,50 to 85 percent,Cell,1,0.7862,0.7958,0.4464,0.7813
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.8238,0.558,0.8128
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.965,0.9387,0.5708,0.9262
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9472,0.9387,0.5815,0.9275
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Landline,1,0.965,0.8565,0.5013,0.8451
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.8652,1.2562,1.0263,1.2275
Dem,35 to 49,Bachelors' degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Loudon,50 to 85 percent,Landline,1,0.6288,0.8602,0.7456,0.9034
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Non-White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9121,0.7694,0.3868,0.7631
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Ms. Wexton's District,85 percent or higher,Landline,1,0.965,0.8637,0.4816,0.8522
Dem,18 to 34,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Ms. Wexton's District,Less than 50 percent,Landline,1,0.4968,1.3025,1.7917,1.4286
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Loudon,50 to 85 percent,Cell,1,0.6503,1.2057,1.0671,1.2589
Dem,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.762,1.0585,0.6865,1.0767
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,Approve,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Non-White,Ms. Wexton's District,Less than 50 percent,Cell,1,0.3334,0.9777,1.7646,1.1634
Rep,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,4-year College Grad.,White,Loudon,50 to 85 percent,Landline,0.5556,0.5597,0.901,0.7692,0.6514
Dem,18 to 34,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Non-White,Ms. Wexton's District,50 to 85 percent,Landline,1,0.545,1.1932,1.2367,1.286
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,1,0.4974,1.3181,1.9565,1.3546
Und,18 to 34,Bachelors' degree,Other,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Non-White,Ms. Wexton's District,Less than 50 percent,Cell,0.5556,0.287,0.9534,1.8483,0.4014
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Landline,1,0.7611,0.8413,0.5888,0.856
Dem,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,Nonwhite,40 to 64,4-year College Grad.,White,Ms. Wexton's District,50 to 85 percent,Landline,1,0.5179,0.9492,0.9659,1.0329
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Ms. Wexton's District,50 to 85 percent,Landline,0.4444,0.5733,0.9987,0.8538,0.8223
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Loudon,85 percent or higher,Landline,1,0.9031,1.1462,0.8634,1.1191
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.9381,0.7655,0.4437,0.7571
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.964,0.5555,0.2583,0.5482
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.8381,1.1768,0.8293,1.1802
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Landline,1,0.9127,0.8565,0.53,0.8496
Dem,35 to 49,Bachelors' degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Non-White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9188,0.8114,0.4227,0.8041
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.92,0.5183,0.2537,0.5136
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.8875,0.8002,0.4513,0.7964
