response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,White,Less than 50 percent,Landline,0.6667,0.3528,1.0522,3.1037,0.7868
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,White,85 percent or higher,Landline,1,0.8701,1.6836,1.6473,1.729
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,65 and older,White,85 percent or higher,Landline,1,0.8667,1.5653,0.9482,1.6084
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 39,White,50 to 85 percent,Cell,1,0.6454,1.088,0.7049,1.1708
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Landline,1,0.9936,0.8448,0.4537,0.8578
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,40 to 64,White,50 to 85 percent,Landline,1,0.7431,0.7862,0.8786,0.8265
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,65 and older,White,85 percent or higher,Cell,1,0.98740000000000006,1.0542,0.5066,1.07
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,18 to 39,Unknown,Less than 50 percent,Cell,1,0.4029,0.8073,1.4125,0.9502
Und,35 to 49,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.7313,0.8764,0.6244,0.9236
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9765,0.7511,0.4287,0.7624
Und,50 to 64,Some college or trade school,Black,Male,White,Approve,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,Black,85 percent or higher,Cell,1,0.9588,0.8922,0.6575,0.9065
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Fayette,40 to 64,Unknown,Less than 50 percent,Cell,1,0.3528,0.6217,1.1237,0.7523
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Cell,1,0.7867,0.79990000000000006,0.7234,0.8333
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9753,0.8454,0.4163,0.8581
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 39,White,Less than 50 percent,Cell,1,0.4918,0.9766,1.0374,1.1047
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9294,0.6763,0.354,0.6798
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,White,50 to 85 percent,Cell,1,0.7421,1.2996,0.8648,1.3187
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,Unknown,85 percent or higher,Cell,1,0.9743,0.6983,0.5161,0.7088
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,Unknown,85 percent or higher,Cell,1,0.9681,0.6083,0.4986,0.6128
Und,50 to 64,High school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,White,Less than 50 percent,Cell,0.7778,0.3458,1.0182,3.3058,1.016
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9677,0.8079,0.4796,0.8203
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9283,0.7765,0.3692,0.7912
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,White,50 to 85 percent,Landline,1,0.752,0.7674,0.5024,0.8052
Rep,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Unknown,85 percent or higher,Cell,1,0.972,1.1229,0.9465,1.1319
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Cell,1,0.7422,0.7698,0.5347,0.8093
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,18 to 39,White,85 percent or higher,Cell,1,0.9835,1.1488,0.6035,1.1659
Und,18 to 34,Graduate or Professional Degree,White,Male,Black,Don't know,Dems. take House,Don't know,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,Inner Bluegrass,18 to 39,White,Less than 50 percent,Cell,1,0.1488,0.8566,3.1297,1.4037
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,White,50 to 85 percent,Landline,1,0.8012,1.1306,0.5177,1.1747
Rep,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Fayette,18 to 39,White,85 percent or higher,Cell,1,0.9758,1.2843,0.5872,1.3036
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Fayette,65 and older,Black,85 percent or higher,Landline,1,0.9694,0.8432,0.4747,0.8561
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9943,0.8793,0.3729,0.8929
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.8881,1.1996,0.8586,1.2058
Dem,65 and older,[DO NOT READ] Refused,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,White,Less than 50 percent,Cell,0.8889,0.2148,0.6219,0.7591,0.6994
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,50 to 85 percent,Cell,1,0.6005,0.906,0.6225,0.98740000000000006
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9791,0.8079,0.474,0.82
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.968,1.3866,0.8243,1.4079
3,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Fayette,18 to 39,White,50 to 85 percent,Cell,0.6667,0.8476,1.232,0.5807,1.1796
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,Less than 50 percent,Cell,0.5556,0.2206,0.7231,1.7645,0.4828
Rep,50 to 64,Bachelors' degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,Nonwhite,Fayette,40 to 64,Unknown,85 percent or higher,Cell,1,0.9666,0.7826,0.6485,0.799
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9099,0.9573,0.4826,0.9777
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 39,White,50 to 85 percent,Cell,1,0.5452,0.9666,0.8605,1.0722
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,1,0.7617,0.8549,0.663,0.8951
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9873,0.8972,0.5982,0.9106
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Fayette,40 to 64,Black,85 percent or higher,Landline,1,0.977,0.8126,0.6016,0.8248
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 39,White,85 percent or higher,Cell,1,0.9014,1.364,0.8327,1.3707
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,White,Less than 50 percent,Cell,1,0.363,0.6341,1.6255,0.7627
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,White,Less than 50 percent,Cell,0,0.0379,1.4313,8.2144,0.3011
Dem,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Cell,1,0.6767,1.0983,1.1717,1.1231
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,0.7778,0.8878,0.8454,0.4573,0.8491
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 39,White,85 percent or higher,Cell,1,0.9908,1.0076,0.5513,1.0229
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,White,50 to 85 percent,Cell,1,0.5667,1.1396,1.0954,1.255
3,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Nonwhite,Inner Bluegrass,65 and older,White,50 to 85 percent,Cell,1,0.7351,0.9593,0.6342,0.864
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9834,1.0987,0.7661,1.1151
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9755,0.6718,0.3357,0.6775
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,18 to 39,White,85 percent or higher,Cell,1,0.9725,1.2339,0.7164,1.2526
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Fayette,65 and older,White,Less than 50 percent,Cell,1,0.3639,1.3308,1.9413,1.4693
Rep,65 and older,Grade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,65 and older,White,85 percent or higher,Landline,1,0.9282,1.3461,0.7585,1.353
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9835,0.8972,0.6005,0.9061
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Cell,1,0.9869,0.8111,0.2732,0.8233
5,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9808,0.6718,0.3339,0.6818
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9844,0.8454,0.4124,0.858
Dem,50 to 64,High school,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,1,0.6285,1.3212,1.0856,1.3608
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9713,1.1241,0.7317,1.1412
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9783,0.8793,0.379,0.8924
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 39,White,50 to 85 percent,Cell,1,0.7889,1.1393,0.529,1.1865
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.8822,0.9703,0.7894,0.9946
Rep,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,White,50 to 85 percent,Landline,1,0.8417,1.3171,0.7718,1.3817
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,1,0.8471,0.8001,0.408,0.8247
Rep,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,Don't know,Don't know,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Inner Bluegrass,18 to 39,White,85 percent or higher,Cell,1,0.962,1.0897,0.6696,1.1068
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,Unknown,50 to 85 percent,Cell,0.2222,0.6523,0.5992,0.518,0.2715
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9628,0.9573,0.4561,0.9723
Und,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9798,0.8454,0.4143,0.858
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,White,85 percent or higher,Landline,1,0.9719,0.6454,0.4098,0.6552
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Cell,1,0.6164,1.0983,1.2863,1.1914
Rep,35 to 49,High school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,White,50 to 85 percent,Landline,0.5556,0.7594,1.0983,1.0441,1.0629
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,40 to 64,White,85 percent or higher,Cell,1,0.9283,0.941,0.5427,0.9589
Dem,65 and older,High school,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,Black,85 percent or higher,Landline,1,0.9496,1.3207,1.0383,1.3428
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Democratic,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,White,Less than 50 percent,Landline,0,0.0554,0.8564,5.155,0.1775
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,18 to 39,White,50 to 85 percent,Landline,1,0.5115,1.1393,0.8158,1.279
Dem,35 to 49,Bachelors' degree,Black,Female,Hispanic,Don't know,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Inner Bluegrass,40 to 64,Black,85 percent or higher,Cell,1,0.9747,0.7176,0.5575,0.7284
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,White,85 percent or higher,Cell,1,0.9922,0.9185,0.2939,0.9298
Und,50 to 64,High school,White,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9562,1.2465,1.1436,1.2667
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,40 to 64,White,Less than 50 percent,Landline,1,0.3907,0.7513,1.4291,0.8899
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,Less than 50 percent,Cell,0,0.1382,0.6135,2.9171,0.1311
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,40 to 64,White,85 percent or higher,Cell,1,0.9875,0.7511,0.424,0.7592
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,White,85 percent or higher,Landline,1,0.989,0.7793,0.3314,0.7911
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,1,0.6936,0.8549,0.7281,0.9088
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,18 to 39,White,85 percent or higher,Cell,1,0.9755,1.4282,0.7058,1.4497
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,White,50 to 85 percent,Cell,1,0.5073,1.0863,0.9941,1.2779
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,65 and older,White,85 percent or higher,Landline,1,0.9478,1.6928,1.0225,1.7215
Und,18 to 34,High school,White,Male,White,Don't know,Don't know,Unfavorable,Don't know,18 to 29,High School Grad. or Less,Democratic,Male,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Fayette,18 to 39,White,Less than 50 percent,Cell,0.1111,0.2211,1.7323,5.3493,0.5814
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,White,Less than 50 percent,Landline,1,0.1284,1.0168,4.1601,1.5551
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,40 to 64,White,50 to 85 percent,Cell,0.8889,0.7109,0.9245,0.8377,0.9603
