response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9948,0.5281,0.2257,0.5348
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,support,Don't know,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Monroe/Northampton,50 to 85 percent,Cell,0.6667,0.517,1.8063,1.6613,1.405
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Lehigh,85 percent or higher,Cell,1,0.9823,0.5672,0.2541,0.5711
Und,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Allentown/Bethlehem,Less than 50 percent,Cell,0.8889,0.4283,0.652,0.8717,0.6707
Rep,65 and older,[DO NOT READ] Refused,Asian,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Non-White,Monroe/Northampton,Less than 50 percent,Cell,1,0.3776,1.1628,1.5009,1.383
Dem,35 to 49,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.3609,0.8191,2.1518,0.9835
Und,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,1,0.4774,0.7304,0.7913,0.7743
Rep,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.2644,0.7163,1.936,0.8292
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,85 percent or higher,Cell,0.8889,0.9352,1.1478,0.6147,1.1414
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.7328,1.2108,0.767,1.2262
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Don't know,Disapp.,Don't know,Unfavorable,Don't know,Oppose,Oppose,Support,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Unknown,Monroe/Northampton,50 to 85 percent,Cell,0.8889,0.7404,1.3509,0.8262,1.3374
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9833,0.8323,0.4222,0.8422
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.392,0.5431,0.8128,0.5914
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Support,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,1,0.4575,0.9634,1.3266,1.027
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,1,0.989,1.5938,1.0787,1.6131
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,Less than 50 percent,Cell,0.7778,0.3978,0.8217,1.4983,0.8089
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.9935,1.0978,0.6254,1.1115
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.9611,0.6202,0.2666,0.6282
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.6708,1.0779,0.639,1.1489
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9284,0.5286,0.2382,0.537
Dem,35 to 49,High school,White,Male,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5532,2.8466,2.9594,3.1398
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Support,Oppose,Support,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,Unknown,Monroe/Northampton,Less than 50 percent,Cell,1,0.3656,0.5445,0.8318,0.652
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Lehigh,85 percent or higher,Cell,1,0.8694,0.7951,0.4726,0.8143
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,agree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,0.8889,0.3265,0.9634,1.8592,1.1292
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.7044,1.921,2.1408,2.0309
Rep,18 to 34,Bachelors' degree,Unknown,Female,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,Unknown,Lehigh,50 to 85 percent,Cell,1,0.608,0.8172,0.8005,0.8861
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Approve,Dems. take House,Don't know,Unfavorable,Don't know,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.4985,0.3962,0.4769,0.4457
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.6211,0.6093,0.3997,0.6265
Rep,35 to 49,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,Lehigh,Less than 50 percent,Cell,1,0.3622,1.4595,2.7562,1.6078
Dem,50 to 64,Some college or trade school,White,Male,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.5996,1.2365,0.8324,1.344
Dem,50 to 64,High school,White,Male,White,oppose,Approve,Dems. take House,Don't know,Don't know,Support,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,0.8889,0.9684,1.5235,0.9011,1.5231
Dem,35 to 49,Some college or trade school,Hispanic,Male,[DO NOT READ] Don't know/Refused,Don't know,Approve,Reps. keep House,Favorable,Don't know,Don't know,Oppose,Support,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.3766,1.6911,2.9332,2.0126
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5166,0.8358,0.6344,0.9338
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,50 to 85 percent,Landline,1,0.7168,1.7963,1.6788,1.8936
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,50 to 85 percent,Cell,1,0.6999,1.3243,0.9083,1.3463
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5785,0.7291,0.6833,0.7976
Rep,18 to 34,Some college or trade school,Unknown,Male,White,support,Approve,Dems. take House,Unfavorable,Favorable,Support,Support,Support,agree,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Monroe/Northampton,Less than 50 percent,Cell,0.4444,0.0638,0.8206,3.6747,0.5023
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,18 to 29,Postgraduate Degree,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,0.5556,0.077,0.4549,1.8177,0.3097
Dem,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9867,0.8722,0.4579,0.8827
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,50 to 85 percent,Cell,1,0.5901,1.0058,0.5616,1.0964
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Support,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.3438,0.7444,1.2625,0.9031
Dem,65 and older,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,Oppose,disagree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9938,0.9712,0.3957,0.9834
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.7024,1.3234,0.6444,1.345
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Oppose,Oppose,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Lehigh,85 percent or higher,Cell,0.8889,0.9196,0.5937,0.3153,0.5995
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9929,0.631,0.2603,0.6388
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Lehigh,50 to 85 percent,Cell,0.4444,0.5777,0.9588,0.6605,0.6727
Und,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Don't know,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Democratic,Female,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Allentown/Bethlehem,Less than 50 percent,Cell,0,0.3857,0.4241,0.5957,0.1149
Und,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Don't know,Don't know,Don't know,Oppose,Oppose,Support,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Monroe/Northampton,50 to 85 percent,Cell,0.7778,0.7288,0.8602,0.4963,0.8702
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.955,0.5943,0.2423,0.6022
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Landline,1,0.8981,0.4508,0.2418,0.4598
Und,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Don't know,Don't know,Don't know,Oppose,Oppose,Oppose,agree,45 to 64,Some College Educ.,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,0.3333,0.4548,0.7315,0.9995,0.3625
Rep,18 to 34,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Oppose,agree,30 to 44,High School Grad. or Less,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,0.6667,0.4013,1.6412,4.353,1.2371
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9795,0.5943,0.2363,0.5979
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9855,0.957,0.5415,0.9685
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9902,0.5666,0.2419,0.5735
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Allentown/Bethlehem,50 to 85 percent,Landline,0.6667,0.6382,1.0063,0.7829,0.9371
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.2887,0.7163,1.7734,0.9028
Und,65 and older,Graduate or Professional Degree,Unknown,Female,Hispanic,oppose,Disapp.,Dems. take House,Unfavorable,Favorable,Oppose,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Unknown,Monroe/Northampton,50 to 85 percent,Cell,1,0.8025,0.5968,0.3611,0.6182
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,Less than 50 percent,Cell,0.7778,0.4132,0.9872,1.2214,0.9694
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.4289,0.5793,0.8432,0.6713
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Support,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.9949,0.6202,0.2576,0.628
Dem,18 to 34,Bachelors' degree,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.3665,0.5672,0.9482,0.6789
Dem,35 to 49,High school,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Monroe/Northampton,Less than 50 percent,Cell,0.7778,0.2226,2.5189,8.0311,2.9894
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,1,0.181,0.7304,2.087,1.0253
Rep,35 to 49,Some college or trade school,White,Male,White,support,Disapp.,Don't know,Don't know,Don't know,Support,Oppose,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Male,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Monroe/Northampton,Less than 50 percent,Cell,0.2222,0.4242,1.3297,1.6973,0.5842
Rep,35 to 49,Some college or trade school,Unknown,Female,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown,Monroe/Northampton,50 to 85 percent,Cell,1,0.5655,1.4879,1.6401,1.5454
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.7209,1.2395,0.7644,1.3054
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9923,1.0132,0.5022,1.0257
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Disapp.,Reps. keep House,Favorable,Favorable,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.9039,1.0487,0.5944,1.0687
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9942,1.5938,1.073,1.6138
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.9759,1.6704,1.1897,1.6905
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.9637,0.6613,0.2918,0.6697
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Support,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Lehigh,Less than 50 percent,Cell,0,0.4262,1.5895,3.0833,0.4503
Und,65 and older,Bachelors' degree,White,Female,White,support,Disapp.,Reps. keep House,Favorable,Favorable,Support,Support,Oppose,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,50 to 85 percent,Landline,1,0.6505,0.936,0.6975,1.0029
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Cell,1,0.9471,1.0494,0.5367,1.0642
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,Less than 50 percent,Cell,1,0.466,1.0303,1.1993,1.1742
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9922,0.6179,0.2933,0.6255
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Monroe/Northampton,50 to 85 percent,Cell,0.8889,0.7727,0.9188,0.7075,0.9087
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Don't know,Support,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,85 percent or higher,Cell,1,0.992,0.7456,0.3297,0.7547
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Oppose,Oppose,Support,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Lehigh,Less than 50 percent,Cell,1,0.3704,0.739,0.9809,0.8825
