response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.996,0.6646,0.2312,0.6653
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.504,0.9841,1.1336,1.0242
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9935,0.6322,0.1945,0.6326
Und,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Don't know,Don't know,Unfavorable,Support,Oppose,Oppose,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,0.7778,0.5007,1.1414,1.0945,1.1858
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,disagree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.8603,1.3835,1.1244,1.4023
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Support,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9694,0.9444,0.409,0.945
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Landline,1,0.9677,0.5065,0.308,0.5029
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,[DO NOT READ] Don't know/Refused,support,Approve,Don't know,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,Hispanic,"Rest, Clinton",85 percent or higher,Landline,1,0.9864,0.6179,0.2981,0.606
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,4-year College Grad.,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.9852,0.4664,0.2879,0.4665
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Hispanic,"Rest, Trump",85 percent or higher,Cell,1,0.8531,0.7222,0.4157,0.7162
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9803,1.316,0.8212,1.3162
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7062,1.3551,1.3707,1.4153
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Don't know,disagree,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7301,2.2764,1.4614,2.3648
Dem,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Favorable,Don't know,Support,Support,Oppose,disagree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9094,1.3005,0.7514,1.3089
Dem,35 to 49,Bachelors' degree,White,Female,Black,support,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 44,4-year College Grad.,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.2113,1.8074,4.1838,2.4178
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Support,agree,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,Unknown,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7955,0.9263,0.7741,0.9495
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9981,0.6318,0.3221,0.6328
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Landline,1,0.6425,1.1414,0.8562,1.2114
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Don't know,Don't know,Favorable,Support,Support,Don't know,agree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,0.5556,0.2683,1.569,3.6852,1.0422
Dem,50 to 64,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Unknown,"Dallas, Trump",85 percent or higher,Cell,1,0.9918,0.6618,0.5489,0.6621
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9764,1.316,0.8244,1.3164
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Don't know,Don't know,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Dallas, Trump",Less than 50 percent,Cell,1,0.4304,0.7989,1.1667,0.9143
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,support,Don't know,Don't know,Don't know,Favorable,Support,Oppose,Support,agree,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,Unknown,"Dallas, Trump",50 to 85 percent,Landline,1,0.5217,1.0821,1.2813,1.1215
Und,50 to 64,Graduate or Professional Degree,White,Male,Other,support,Approve,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9364,0.7451,0.3227,0.7476
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Cell,0.8889,0.888,0.8534,0.4679,0.8536
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.946,1.0048,0.609,1.0072
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9712,0.9261,0.4737,0.9198
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9947,0.7703,0.3717,0.771
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9886,0.5243,0.1793,0.5245
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9922,0.5408,0.1618,0.5411
Rep,65 and older,Bachelors' degree,White,Male,Black,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.983,1.2644,0.6793,1.2646
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9945,0.4486,0.1484,0.4489
Dem,50 to 64,Bachelors' degree,White,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,45 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.8808,1.172,0.8224,1.1843
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Don't know,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,0,0.4871,1.569,2.0364,0.4711
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Don't know,Don't know,Don't know,Don't know,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,0,0.0854,1.569,6.5791,0.4238
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Don't know,Oppose,agree,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7186,0.7543,0.364,0.7856
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Trump",50 to 85 percent,Cell,1,0.7332,1.0213,0.6315,1.0603
Dem,50 to 64,Some college or trade school,Hispanic,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Trump",85 percent or higher,Landline,1,0.982,0.7771,0.5339,0.7772
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,disagree,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Trump",50 to 85 percent,Cell,0.7778,0.5525,0.8962,0.706,0.9204
Rep,18 to 34,Some college or trade school,Unknown,Male,Asian,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,Ted Cruz,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,Unknown,"Rest, Clinton",Less than 50 percent,Cell,0.7778,0.3641,1.4398,2.8156,1.4101
Rep,65 and older,Bachelors' degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,"Rest, Clinton",85 percent or higher,Cell,1,0.9764,0.6701,0.4357,0.6661
Und,35 to 49,Some college or trade school,White,Female,White,support,Approve,Don't know,Don't know,Don't know,Support,Don't know,Support,agree,Don't know,45 to 64,Some College Educ.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Landline,0.7778,0.572,1.2342,1.185,0.9543
Rep,65 and older,Graduate or Professional Degree,Other,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Don't know,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.9125,0.6977,0.4261,0.6909
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.5188,0.7351,0.6507,0.8111
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,"Dallas, Clinton",85 percent or higher,Cell,1,0.9965,0.4294,0.3177,0.43
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.994,0.8084,0.3663,0.8091
Rep,65 and older,Graduate or Professional Degree,White,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9637,0.9444,0.4114,0.9453
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,Don't know,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,45 to 64,4-year College Grad.,Hispanic,"Dallas, Clinton",85 percent or higher,Cell,1,0.9676,0.5301,0.3773,0.5263
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9711,1.1713,0.6021,1.1719
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,support,Disapp.,Dems. take House,Don't know,Don't know,Support,Support,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.2867,1.1263,3.2222,1.2717
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.9696,1.1654,0.5489,1.1661
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6028,1.0099,0.7262,1.0839
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7727,1.014,0.9049,1.044
Rep,35 to 49,Some college or trade school,White,Female,Black,support,Don't know,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Landline,0.7778,0.5317,1.2342,1.2737,1.273
Dem,65 and older,Grade school,White,Male,Black,support,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Support,Oppose,disagree,Beto O'Rourke,65 and older,High School Grad. or Less,Republican,Male,Not very likely,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Cell,0.4444,0.6088,1.3219,0.8997,0.792
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Landline,1,0.9822,0.9557,0.4888,0.951
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9859,1.5981,1.0194,1.5985
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Support,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",85 percent or higher,Cell,1,0.9194,0.4558,0.3554,0.4582
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9882,0.4925,0.207,0.4927
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Don't know,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9913,1.2114,0.6375,1.212
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Favorable,Unfavorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.6006,1.0504,0.7867,1.1282
Rep,50 to 64,High school,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,45 to 64,No 4-year College Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9812,1.3835,0.9877,1.3763
Dem,18 to 34,Bachelors' degree,White,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 44,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.9648,1.3015,0.5504,1.2918
Dem,18 to 34,Some college or trade school,Black,Female,Black,oppose,Disapp.,Reps. keep House,Favorable,Unfavorable,Oppose,Oppose,Oppose,agree,Ted Cruz,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,Other Non-White,"Rest, Clinton",Less than 50 percent,Cell,0.6667,0.4006,1.2083,1.8445,0.9001
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9957,0.5473,0.1876,0.5478
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Landline,1,0.7866,1.2342,0.8658,1.2672
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9896,1.1911,0.58,1.1915
Dem,50 to 64,Graduate or Professional Degree,Black,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.9272,0.3484,0.1846,0.3499
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Support,Oppose,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,0.8889,0.9433,0.8978,0.5913,0.895
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,Hispanic,"Dallas, Trump",85 percent or higher,Cell,1,0.9957,0.6193,0.4001,0.6199
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,White,"Rest, Trump",50 to 85 percent,Cell,0.8889,0.608,1.5143,0.9292,1.5828
Dem,50 to 64,Some college or trade school,White,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,1,0.4532,1.569,2.1876,1.6553
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9876,1.0824,0.6195,1.0783
